"Feature ID"	"Expression values"	"Gene length"	"Unique gene reads"	"Total gene reads"	"RPKM"	"Chromosome region start"	"Chromosome region end"
MT2564	6.105	4998	524	524	6.105	2796742	2801739
MT2565	3.376	207	12	12	3.376	2801811	2802017
MT2566	2.24	624	24	24	2.24	2802153	2802776
MT2567	6.728	753	87	87	6.728	2802766	2803518
MT2568	241.329	222	920	920	241.329	2803571	2803792
MT2569	147.771	426	1081	1081	147.771	2803798	2804223
MT2570	155.043	1182	3147	3147	155.043	2804246	2805427
MT2571	174.089	1047	3130	3130	174.089	2805424	2806470
MT2572	198.332	1104	3760	3760	198.332	2806481	2807584
citE	57.313	822	809	809	57.313	2807843	2808664
MT2574	55.833	558	535	535	55.833	2808661	2809218
MT2575	78.873	1185	1605	1605	78.873	2809215	2810399
bccA-2	53.492	1965	1805	1805	53.492	2810404	2812368
pccB-3	34.025	1590	929	929	34.025	2812373	2813962
scoB	38.645	657	436	436	38.645	2813959	2814615
scoA	39.29	747	504	504	39.29	2814612	2815358
MT2580	5.738	1644	162	162	5.738	2815441	2817084
MT2581	13.889	696	166	166	13.889	2817152	2817847
MT2582	37.978	828	540	540	37.978	2817920	2818747
MT2583	15.218	1347	352	352	15.218	2818744	2820090
MT2584	61.553	807	853	853	61.553	2820166	2820972
MT2585	17.921	1602	493	493	17.921	2820976	2822577
MT2586	15.098	648	168	168	15.098	2822645	2823292
MT2586.1	5.939	402	41	41	5.939	2823339	2823740
MTt29	0	76	0	0	0	2823342	2823417
MT2587	90.15	1248	76	1932	90.15	2824044	2825291
MT2588	29.743	186	95	95	29.743	2825442	2825627
MT2589	32.077	423	233	233	32.077	2825649	2826071
MT2589.1	28.407	246	120	120	28.407	2826079	2826324
MT2590	8.823	462	70	70	8.823	2826365	2826826
MT2591	5.273	1248	113	113	5.273	2826832	2828079
MT2593	46.065	804	636	636	46.065	2828198	2829001
MT2593.1	55.064	294	276	278	55.064	2828998	2829291
MT2593.2	4.125	240	17	17	4.125	2829191	2829430
MT2594	45.894	1227	967	967	45.894	2829597	2830823
MTt30	4.786	73	6	6	4.786	2830982	2831054
MT2595	50.113	1506	1296	1296	50.113	2831246	2832751
MT2596	21.965	228	86	86	21.965	2832876	2833103
bcp-2	54.302	474	442	442	54.302	2833172	2833645
MT2598	32.929	1413	799	799	32.929	2833617	2835029
acpS	56.011	393	378	378	56.011	2835026	2835418
MT2600	210.956	9210	33364	33364	210.956	2835611	2844820
MT2600.1	7.575	246	32	32	7.575	2845064	2845309
MT2601	83.686	723	1039	1039	83.686	2845340	2846062
MT2601.1	11.959	336	69	69	11.959	2846063	2846398
MT2601.2	37.801	228	148	148	37.801	2846578	2846805
MT2602	26.364	402	182	182	26.364	2846802	2847203
mrr	11.128	921	176	176	11.128	2847238	2848158
MT2604	5.899	1392	141	141	5.899	2848362	2849753
MT2605	38.406	420	277	277	38.406	2849754	2850173
MT2606	36.234	225	140	140	36.234	2850170	2850394
MT2607	39.457	2844	1927	1927	39.457	2850425	2853268
nusB	117.068	873	1755	1755	117.068	2853340	2854212
efp	143.519	564	1390	1390	143.519	2854215	2854778
yqhT	70.047	1119	1346	1346	70.047	2854788	2855906
MT2611	79.228	699	951	951	79.228	2855934	2856632
aroQ	97.318	444	742	742	97.318	2856636	2857079
aroB	101.976	1089	1907	1907	101.976	2857076	2858164
aroK	169.327	531	1544	1544	169.327	2858161	2858691
aroC	261.134	1206	5408	5408	261.134	2858695	2859900
MT2615.1	14.636	1122	282	282	14.636	2859915	2861036
MT2616	48.163	798	660	660	48.163	2861033	2861830
MT2617	217.865	228	852	853	217.865	2861742	2861969
MT2618	242.64	660	2722	2750	242.64	2861957	2862616
MT2619	2.029	660	21	23	2.029	2862613	2863272
MT2620	5.621	663	61	64	5.621	2863269	2863931
MT2621	7.097	279	34	34	7.097	2863928	2864206
MT2622	3.771	417	27	27	3.771	2864296	2864712
MT2623	24.744	273	116	116	24.744	2864736	2865008
MT2624	26.036	378	169	169	26.036	2865005	2865382
MT2625	49.848	375	321	321	49.848	2865398	2865772
MT2626	27.864	558	267	267	27.864	2865725	2866282
MT2627	22.962	246	97	97	22.962	2866264	2866509
MT2627.1	7.487	210	27	27	7.487	2866627	2866836
MT2628	34.94	420	252	252	34.94	2866920	2867339
aroE	109.422	810	1522	1522	109.422	2867351	2868160
MT2630	195.087	1254	4201	4201	195.087	2868157	2869410
MT2631	176.631	513	1556	1556	176.631	2869403	2869915
alaS	246.383	2715	11487	11487	246.383	2869916	2872630
MT2633	242.192	390	1622	1622	242.192	2872721	2873110
MT2634	100.938	675	1170	1170	100.938	2873217	2873891
MT2635	110.98	711	1355	1355	110.98	2873976	2874686
MT2636	21.468	1359	501	501	21.468	2874716	2876074
MT2637	19.59	978	329	329	19.59	2876220	2877197
MT2637.1	9.885	324	54	55	9.885	2877110	2877433
MT2638	18.409	639	202	202	18.409	2877653	2878291
MT2639	21.63	1050	390	390	21.63	2878434	2879483
MT2640	21.346	993	364	364	21.346	2879486	2880478
MT2641	30.347	1752	913	913	30.347	2880755	2882506
MT2642	14.915	3471	889	889	14.915	2882469	2885939
MT2643	43.845	2655	1999	1999	43.845	2885939	2888593
MT2644	17.595	1026	310	310	17.595	2888590	2889615
MT2645	10.599	945	172	172	10.599	2889608	2890552
MT2646	9.855	390	66	66	9.855	2890656	2891045
MT2647	12.65	1068	232	232	12.65	2891037	2892104
aspS	19.803	1785	607	607	19.803	2892157	2893941
MT2649	4.501	828	64	64	4.501	2894100	2894927
MT2650	40.902	504	354	354	40.902	2894950	2895453
MT2651	53.678	882	813	813	53.678	2895483	2896364
MT2652	169.942	465	1357	1357	169.942	2896370	2896834
MT2653	1.585	147	4	4	1.585	2896810	2896956
MT2654	4.615	1590	126	126	4.615	2897062	2898651
MT2655	7.856	1023	138	138	7.856	2898653	2899675
linB	23.216	903	360	360	23.216	2899783	2900685
hisS	76.226	1272	1665	1665	76.226	2900965	2902236
MT2658	76.545	741	974	974	76.545	2902233	2902973
ppi-2	21.798	927	347	347	21.798	2902958	2903884
relA	98.792	2382	4041	4041	98.792	2903970	2906351
apt	99.309	672	1146	1146	99.309	2906373	2907044
MT2662	74.131	1674	2131	2131	74.131	2907148	2908821
secF	180.397	1329	4117	4117	180.397	2908827	2910155
secD	177.474	1722	5248	5248	177.474	2910159	2911880
yajC	214.025	348	1279	1279	214.025	2911990	2912337
gabT	104.217	1350	2416	2416	104.217	2912504	2913853
MT2667	1182.872	3507	71236	71236	1182.872	2914015	2917521
MT2668	286.982	153	754	754	286.982	2917649	2917801
MT2668.1	133.155	1518	3471	3471	133.155	2917809	2919326
ruvB	116.017	1035	2062	2062	116.017	2919343	2920377
ruvA	104.939	591	1065	1065	104.939	2920374	2920964
ruvC	134.338	567	1308	1308	134.338	2920961	2921527
MT2672	29.875	384	197	197	29.875	2921899	2922282
MT2673	20.818	621	222	222	20.818	2922499	2923119
MT2673.1	8.015	465	64	64	8.015	2923160	2923624
MT2674	7.144	432	53	53	7.144	2923621	2924052
MT2674.1	16.874	459	133	133	16.874	2924077	2924535
speE	11.15	1572	301	301	11.15	2924532	2926103
MT2676	82.093	288	406	406	82.093	2926214	2926501
MT2677	103.659	441	785	785	103.659	2926488	2926928
MT2678	56.539	756	734	734	56.539	2926949	2927704
MT2679	29.263	597	300	300	29.263	2927837	2928433
tesB-2	44.605	846	648	648	44.605	2928441	2929286
MT2681	56.653	921	896	896	56.653	2929315	2930235
pdxH	4.572	675	53	53	4.572	2930342	2931016
MT2683	16.371	1743	490	490	16.371	2931190	2932932
MT2684	70.697	1056	1282	1282	70.697	2932954	2934009
MT2685	51.319	1137	1002	1002	51.319	2934009	2935145
MT2686	38.149	951	623	623	38.149	2935156	2936106
MT2687	37.487	654	421	421	37.487	2936103	2936756
MT2688	36.347	588	367	367	36.347	2936753	2937340
thrS	30.924	2079	1104	1104	30.924	2937333	2939411
MT2689.1	8.173	228	32	32	8.173	2939520	2939747
MT2690	23.928	1431	571	588	23.928	2939744	2941174
MT2691.1	34.638	501	298	298	34.638	2941474	2941974
MT2692	66.157	441	501	501	66.157	2941991	2942431
MT2693	24.393	678	284	284	24.393	2942578	2943255
MT2694	40.381	411	285	285	40.381	2943210	2943620
MT2695	18.864	426	138	138	18.864	2943606	2944031
MT2696	39.168	675	454	454	39.168	2944028	2944702
MT2697	8.36	822	118	118	8.36	2944780	2945601
MT2698	5.862	894	90	90	5.862	2945737	2946630
MT2699	5.048	819	71	71	5.048	2946633	2947451
MT2700	3.991	1182	81	81	3.991	2947466	2948647
MT2701	3.64	432	27	27	3.64	2948706	2949137
MT2702	3.563	1242	76	76	3.563	2949651	2950892
MT2703	5.454	363	34	34	5.454	2951202	2951564
MT2704	38.253	1125	739	739	38.253	2951911	2953035
MT2705	19.95	540	185	185	19.95	2953037	2953576
MT2707	19.232	1299	429	429	19.232	2953716	2955014
MT2708	28.91	282	140	140	28.91	2955053	2955334
MT2709	35.108	486	293	293	35.108	2955479	2955964
MT2710	9.254	258	41	41	9.254	2955991	2956248
MT2712	13.753	2367	559	559	13.753	2956249	2958615
MT2713	1.438	243	6	6	1.438	2958614	2958856
MT2714	5.755	678	67	67	5.755	2958857	2959534
MT2715	13.473	657	152	152	13.473	2959730	2960386
MT2716	17.197	447	132	132	17.197	2960549	2960995
MT2717	57.359	333	328	328	57.359	2961170	2961502
MT2718	113.394	360	701	701	113.394	2961622	2961981
MT2719	102.892	459	811	811	102.892	2962083	2962541
MT2720	16.416	1497	422	422	16.416	2963054	2964550
MT2721	11.702	423	85	85	11.702	2964554	2964976
MT2722	4.412	132	10	10	4.412	2965091	2965222
MTt31	6.988	75	9	9	6.988	2965638	2965712
MTt32	3.065	76	4	4	3.065	2965897	2965972
MTt33	7.869	74	10	10	7.869	2965999	2966072
MTt34	0.776	75	1	1	0.776	2966086	2966160
MT2723	7.279	432	54	54	7.279	2966267	2966698
MT2724	9.968	999	171	171	9.968	2966695	2967693
MT2725	9.153	369	58	58	9.153	2967803	2968171
MT2726	14.868	282	72	72	14.868	2968138	2968419
MT2727	40.723	1440	1007	1007	40.723	2968581	2970020
MT2728	44.166	534	405	405	44.166	2970028	2970561
MT2729	9.469	492	80	80	9.469	2970714	2971205
MT2730	4.314	324	24	24	4.314	2971372	2971695
MT2731	0.473	246	2	2	0.473	2971775	2972020
MT2732	17.168	1428	421	421	17.168	2972017	2973444
MT2733	69.94	393	472	472	69.94	2973446	2973838
MT2734	60.688	261	272	272	60.688	2973835	2974095
MT2734.1	13.099	369	83	83	13.099	2974112	2974480
MT2735	18.508	1161	369	369	18.508	2974477	2975637
MT2736	22.476	228	88	88	22.476	2975749	2975976
MT2736.1	5.86	159	16	16	5.86	2976117	2976275
MT2737	47.781	234	192	192	47.781	2976639	2976872
MT2738	23.979	255	105	105	23.979	2976883	2977137
MT2739	136.292	282	660	660	136.292	2977485	2977766
MT2740	45.673	867	138	680	45.673	2977794	2978660
MT2741	4.066	759	53	53	4.066	2978682	2979440
MT2742	11.424	627	123	123	11.424	2979415	2980041
MT2743	7.047	471	57	57	7.047	2980070	2980540
MT2744	6.558	1110	125	125	6.558	2980518	2981627
MT2745	12.779	720	158	158	12.779	2981683	2982402
MT2746	28.313	1557	757	757	28.313	2982499	2984055
MT2747	16.728	1302	374	374	16.728	2984078	2985379
MT2748	79.203	411	559	559	79.203	2985548	2985958
MT2749	45.628	753	590	590	45.628	2986026	2986778
MT2750	51.289	696	613	613	51.289	2986775	2987470
hemG	68.518	1359	1599	1599	68.518	2987476	2988834
hemE	84.098	1119	1616	1616	84.098	2988831	2989949
MT2753	33.987	831	485	485	33.987	2989957	2990787
MT2754	91.2	537	841	841	91.2	2991145	2991681
MT2755	63.407	1317	1434	1434	63.407	2991683	2992999
dxs	174.397	1917	5741	5741	174.397	2992996	2994912
MT2757	31.456	498	269	269	31.456	2995056	2995553
MT2758	22.932	1290	508	508	22.932	2995558	2996847
MT2759	25.565	1287	565	565	25.565	2996927	2998213
MT2760	5.984	759	78	78	5.984	2998224	2998982
MT2761	2.447	714	30	30	2.447	2998979	2999692
MT2762	14.65	954	240	240	14.65	2999689	3000642
MT2763	11.022	1305	247	247	11.022	3000788	3002092
MT2764	14.337	1974	486	486	14.337	3002179	3004152
ceoB	33.374	684	392	392	33.374	3004287	3004970
MT2766	37.856	663	431	431	37.856	3004967	3005629
MT2767	49.915	672	576	576	49.915	3005640	3006311
MT2768	186.372	474	1517	1517	186.372	3006342	3006815
MT2769	13.736	708	167	167	13.736	3006859	3007566
MT2770	85.26	780	1142	1142	85.26	3007772	3008551
dut	74.013	465	591	591	74.013	3008626	3009090
MT2772	27.2	486	227	227	27.2	3009116	3009601
MT2773	33.633	303	175	175	33.633	3009606	3009908
MT2774	31.219	651	349	349	31.219	3010146	3010796
MT2775	19.202	834	275	275	19.202	3010806	3011639
ppgK	38.458	798	527	527	38.458	3011801	3012598
sigA	315.203	1587	8590	8590	315.203	3012778	3014364
MT2777.1	56.333	429	415	415	56.333	3014401	3014829
MT2778	58.689	384	387	387	58.689	3014757	3015140
MT2779	502.843	189	1632	1632	502.843	3015266	3015454
MT2780	154.513	975	2587	2587	154.513	3015516	3016490
MT2781	120.911	249	517	517	120.911	3016491	3016739
MT2782	73.737	447	566	566	73.737	3016782	3017228
sigB	1990.369	972	33222	33222	1990.369	3017404	3018375
ideR	314.949	693	3748	3748	314.949	3018502	3019194
MT2785	34.423	1059	626	626	34.423	3019207	3020265
MT2786	44.782	1407	1082	1082	44.782	3020378	3021784
MT2787	55.247	975	925	925	55.247	3022002	3022976
MT2788	104.037	1026	1833	1833	104.037	3023035	3024060
MT2789	38.144	687	450	450	38.144	3024109	3024795
MT2790	17.529	495	149	149	17.529	3024804	3025298
nrdR	56.981	465	455	455	56.981	3025350	3025814
MT2792	84.544	498	723	723	84.544	3025977	3026474
lexA	301.942	654	3391	3391	301.942	3026782	3027435
MT2794	156.954	2100	5660	5660	156.954	3027457	3029556
MT2794.1	44.339	285	217	217	44.339	3029536	3029820
MT2795	20.484	1194	420	420	20.484	3029846	3031039
MT2796	283.996	1161	5662	5662	283.996	3031068	3032228
hflX	72.104	1671	2069	2069	72.104	3032179	3033849
dapF	93.642	870	1399	1399	93.642	3033866	3034735
miaA	43.876	945	712	712	43.876	3034760	3035704
MT2800	35.476	696	424	424	35.476	3035701	3036396
MT2801	120.967	906	1882	1882	120.967	3036505	3037410
MT2801.1	8.057	477	66	66	8.057	3037477	3037953
MT2802	36.111	1353	839	839	36.111	3037961	3039313
MT2802.1	35.283	543	329	329	35.283	3039310	3039852
MT2803	40.109	1539	1060	1060	40.109	3039922	3041460
MT2803.1	4.118	99	7	7	4.118	3041561	3041659
MT2803.2	15.461	855	227	227	15.461	3041757	3042611
MT2804	31.199	993	532	532	31.199	3042496	3043488
recX	167.869	537	1548	1548	167.869	3043498	3044034
recA	305.892	2373	12465	12465	305.892	3043988	3046360
MT2807	8.061	354	49	49	8.061	3046456	3046809
MT2808	17.161	207	61	61	17.161	3046742	3046948
MT2808.1	27.065	1263	587	587	27.065	3046959	3048221
MT2810	28.572	267	131	131	28.572	3048525	3048791
MT2812	38.865	1365	911	911	38.865	3048850	3050214
MT2813	37.808	861	559	559	37.808	3050238	3051098
MT2814	123.559	813	1725	1725	123.559	3051143	3051955
MT2815	353.628	813	4937	4937	353.628	3051974	3052786
MT2816	364.69	339	2123	2123	364.69	3052916	3053254
pgsA-2	33.646	630	364	364	33.646	3053325	3053954
MT2818	28.823	495	245	245	28.823	3054015	3054509
ftsK	178.046	2907	8888	8888	178.046	3054578	3057484
MT2820	78.356	819	1102	1102	78.356	3057539	3058357
MT2821	40.26	891	616	616	40.26	3058361	3059251
MT2822	65.005	1677	1872	1872	65.005	3059238	3060914
dapA	120.917	903	1875	1875	120.917	3060945	3061847
thyX	8.584	753	111	111	8.584	3061916	3062668
MT2825	9.917	276	47	47	9.917	3062912	3063187
hsdM	16.577	1623	462	462	16.577	3063184	3064806
MT2827	10.474	417	75	75	10.474	3064893	3065309
MT2828	6.979	267	32	32	6.979	3065306	3065572
MT2829	11.911	396	81	81	11.911	3065598	3065993
MT2830	11.862	270	55	55	11.862	3065990	3066259
MT2831	25.527	1095	480	480	25.527	3066269	3067363
MT2832	22.046	420	159	159	22.046	3067360	3067779
folA	33.606	480	277	277	33.606	3067853	3068332
thyA	61.433	801	845	845	61.433	3068403	3069203
MT2835	5.366	738	68	68	5.366	3069359	3070096
fabG (NC_002755 3070310..3071093)	17.701	783	238	238	17.701	3070311	3071093
MT2837	6.404	291	32	32	6.404	3071326	3071616
MT2838	12.452	1389	297	297	12.452	3071617	3073005
MT2839	7.807	828	110	111	7.807	3072881	3073708
MT2840	25.384	1209	527	527	25.384	3074032	3075240
MT2841	34.195	453	266	266	34.195	3075304	3075756
MT2842	43.368	474	353	353	43.368	3075842	3076315
dapB	52.473	738	665	665	52.473	3076327	3077064
MT2844	29.961	414	213	213	29.961	3077075	3077488
MT2845	20.142	558	193	193	20.142	3077536	3078093
MT2846	30.023	1092	563	563	30.023	3078097	3079188
MT2847	64.786	1182	1315	1315	64.786	3079208	3080389
MT2848	71.71	471	580	580	71.71	3080436	3080906
MT2849	37.543	546	352	352	37.543	3080938	3081483
ald	41.275	1116	791	791	41.275	3081543	3082658
MT2851	111.347	1035	1979	1979	111.347	3082673	3083707
MT2852	246.951	1317	5585	5585	246.951	3083768	3085084
gpsI	372.474	2259	14449	14449	372.474	3085062	3087320
MT2854	48.077	516	426	426	48.077	3087674	3088189
rpsO	428.341	270	1986	1986	428.341	3088202	3088471
ribF	30.695	996	525	525	30.695	3088627	3089622
MT2857	8.145	1773	248	248	8.145	3089824	3091596
MT2858	52.554	687	620	620	52.554	3091681	3092367
MT2859	89.263	1233	1890	1890	89.263	3092428	3093660
MT2860	119.081	1203	2460	2460	119.081	3093686	3094888
MT2861	299.144	1380	7089	7089	299.144	3094921	3096300
MT2862	137.58	582	1375	1375	137.58	3096300	3096881
truB	65.115	897	1003	1003	65.115	3097083	3097979
MT2863	70.664	684	830	830	70.664	3097976	3098659
MT2864	77.525	975	1298	1298	77.525	3098656	3099630
MT2865	14.79	567	144	144	14.79	3099775	3100341
MT2866	8.792	1689	255	255	8.792	3100338	3102026
MT2867	37.818	348	226	226	37.818	3102030	3102377
MT2867.1	35.957	630	389	389	35.957	3102487	3103116
MT2868	32.999	1650	935	935	32.999	3103135	3104784
pemK	13.325	354	81	81	13.325	3104886	3105239
MT2870	14.694	1074	271	271	14.694	3105499	3106572
MT2871	11.199	468	90	90	11.199	3106541	3107008
MT2872	11.739	630	127	127	11.739	3107184	3107813
MT2873	5.459	192	18	18	5.459	3107987	3108178
MT2874	3.176	1155	63	63	3.176	3108377	3109531
MT2875	12.725	270	59	59	12.725	3109753	3110022
MT2876	43.489	312	233	233	43.489	3110127	3110438
MT2877	33.97	168	98	98	33.97	3110460	3110627
MT2878	5.205	537	48	48	5.205	3110929	3111465
MT2879	2.85	1410	69	69	2.85	3111536	3112945
MT2880	3.008	813	42	42	3.008	3112942	3113754
MT2881	24.873	885	6	378	24.873	3115355	3116239
MT2882	6.945	327	0	39	6.945	3116290	3116616
MT2883	42.739	342	251	251	42.739	3117830	3118171
MT2884	33.555	1017	586	586	33.555	3118172	3119188
MT2885	9.818	1293	218	218	9.818	3119201	3120493
MT2886	6.815	1128	132	132	6.815	3120445	3121572
MT2887	6.919	909	108	108	6.919	3121569	3122477
MT2888	9.255	711	113	113	9.255	3122458	3123168
MT2889	6.212	375	40	40	6.212	3123178	3123552
MT2890	4.699	2454	198	198	4.699	3123549	3126002
MT2891	5.608	945	91	91	5.608	3125984	3126928
MT2892	38.508	741	263	490	38.508	3127106	3127846
MT2893	56.796	891	869	869	56.796	3127923	3128813
MT2894	64.376	948	1048	1048	64.376	3128810	3129757
MT2895	5.475	117	11	11	5.475	3129817	3129933
MT2895.1	17.811	546	65	167	17.811	3130002	3130547
MT2896	66.731	747	856	856	66.731	3130544	3131290
MT2897	42.938	750	553	553	42.938	3131485	3132234
MT2898	22.53	1083	419	419	22.53	3132313	3133395
MT2899	8.019	1053	145	145	8.019	3133388	3134440
MT2900	6.752	828	96	96	6.752	3134699	3135526
MT2901	8.429	912	132	132	8.429	3135523	3136434
MT2902	63.786	1311	1436	1436	63.786	3136521	3137831
MT2903	158.964	951	2596	2596	158.964	3137847	3138797
rbfA	289.375	552	2743	2743	289.375	3138832	3139383
infB	250.946	2703	11648	11648	250.946	3139383	3142085
MT2906	521.385	300	2686	2686	521.385	3142171	3142470
nusA	119.345	1032	2115	2115	119.345	3142597	3143628
MT2908	164.257	552	1557	1557	164.257	3143637	3144188
MT2909	34.45	546	323	323	34.45	3144383	3144928
MT2910	40.966	489	344	344	40.966	3144925	3145413
proS	23.407	1749	703	703	23.407	3145414	3147162
efpA	239.478	1593	6551	6551	239.478	3147251	3148843
cysG	34.089	1218	713	713	34.089	3148866	3150083
cobB	35.178	1374	830	830	35.178	3150360	3151733
cobA	55.247	624	592	592	55.247	3151733	3152356
MT2916	63.412	1833	1996	1996	63.412	3152377	3154209
MT2917	118.816	471	961	961	118.816	3154261	3154731
yojH	77.841	1482	1981	1981	77.841	3154790	3156271
MT2919	16.283	1992	557	557	16.283	3156334	3158325
MT2921	8.559	1041	153	153	8.559	3158362	3159402
MT2922	10.296	1380	244	244	10.296	3159415	3160794
MT2923	17.121	1119	329	329	17.121	3160894	3162012
MT2924	5.154	531	47	47	5.154	3162029	3162559
MT2925	32.152	777	429	429	32.152	3162793	3163569
MT2926	39.12	1368	919	919	39.12	3163566	3164933
MT2927	24.21	801	333	333	24.21	3164930	3165730
MT2928	29.286	1374	691	691	29.286	3165783	3167156
map-2	147.281	858	2170	2170	147.281	3167316	3168173
MT2930	14.534	585	146	146	14.534	3168215	3168799
MT2931	3.285	195	11	11	3.285	3168957	3169151
MT2932	8.712	381	57	57	8.712	3169148	3169528
MT2933	26.122	1857	833	833	26.122	3169610	3171466
MT2934	19.166	711	234	234	19.166	3171651	3172361
MT2935	150.113	855	2204	2204	150.113	3172614	3173468
ispG	210.972	1164	4217	4217	210.972	3173524	3174687
MT2937	87.806	1215	1832	1832	87.806	3174704	3175918
dxr	56.03	1242	1195	1195	56.03	3175926	3177167
MT2939	18.1	444	138	138	18.1	3177537	3177980
mpt83	16.864	663	192	192	16.864	3178060	3178722
MT2941	3.64	192	12	12	3.64	3178818	3179009
MT2942	7.53	2088	270	270	7.53	3179002	3181089
MT2943	34.02	582	340	340	34.02	3181185	3181766
MT2944	42.379	393	286	286	42.379	3181749	3182141
MT2945	39.564	864	587	587	39.564	3182163	3183026
MT2946	100.001	534	917	917	100.001	3183031	3183564
MT2947	104.767	1095	1970	1970	104.767	3183738	3184832
MT2948	101.715	1050	1833	1834	101.715	3184855	3185904
frr	122.625	558	1174	1175	122.625	3185798	3186355
MT2950	550.666	114	1062	1078	550.666	3186348	3186461
pyrH	120.32	786	1624	1624	120.32	3186527	3187312
MT2952	25.626	759	334	334	25.626	3187547	3188305
MT2953	45.77	1383	937	1087	45.77	3188320	3189702
MT2954	28.002	888	427	427	28.002	3189699	3190586
MT2955	38.961	420	281	281	38.961	3190585	3191004
MT2956	95.254	1422	2326	2326	95.254	3191018	3192439
tsf	130.883	816	1834	1834	130.883	3192446	3193261
rpsB	166.478	864	2470	2470	166.478	3193273	3194136
