Gene ID	Gene Name	Value 1	Value 2	log2 (fold change)	Test Statistics	p value	q value
gene4208	PA4136	0	0.142539	inf	0	1	1
gene4209	PA4137	0.232693	0.920229	1.98357	0	1	1
gene421	PA0418	0.349545	0.498352	0.511684	0	1	1
gene4210	tyrS	0	0.581287	inf	0	1	1
gene4211	PA4139	0	0	0	0	1	1
gene4212	PA4140	0	0.182304	inf	0	1	1
gene4213	PA4141	1.86068	0	-inf	0	1	1
gene4214	PA4142	0	0.359233	inf	0	1	1
gene4215	PA4143	0.127035	0.0743764	-0.77231	0	1	1
gene4216	PA4144	0	0	0	0	1	1
gene4217	PA4145	0	0	0	0	1	1
gene4218	PA4145a	0	1.08165	inf	0	1	1
gene4219	acoR	0.148025	0.48811	1.72136	0	1	1
gene422	PA0419	0	0.268101	inf	0	1	1
gene4220	PA4148	0.286625	0.60157	1.06957	0	1	1
gene4221	PA4149	0.290484	0.170073	-0.772305	0	1	1
gene4222	PA4150	0	0.302086	inf	0	1	1
gene4223	acoB	0.213862	1.28975	2.59234	0	1	1
gene4224	PA4152	1.0731	2.45559	1.19428	0	1	1
gene4225	PA4153	0	0	0	0	1	1
gene4226	PA4154	0	0	0	0	1	1
gene4227	PA4155	0	0	0	0	1	1
gene4228	PA4156	0.437632	0.401051	-0.125932	0	1	1
gene4229	PA4157	0	0.394331	inf	0	1	1
gene423	bioA	0.713915	1.57183	1.13862	0	1	1
gene4230	fepC	0	0.860627	inf	0	1	1
gene4231	fepB	0	0	0	0	1	1
gene4232	fepD	0	0.54174	inf	0	1	1
gene4233	fepG	0	0.268031	inf	0	1	1
gene4234	PA4162	0.613336	1.68365	1.45684	0	1	1
gene4235	PA4163	0.28301	0.709623	1.3262	0	1	1
gene4236	PA4164	0	2.46903	inf	0	1	1
gene4237	PA4165	0	0	0	0	1	1
gene4238	PA4166	0	0.510766	inf	0	1	1
gene4239	PA4167	1.05892	1.08873	0.0400453	0	1	1
gene424	PA0421	0.642492	0.765219	0.252194	0	1	1
gene4240	fpvB	0.276771	0.779118	1.49315	0	1	1
gene4241	PA4169	0	0	0	0	1	1
gene4242	PA4170	0	0.194188	inf	0	1	1
gene4243	PA4171	0	0	0	0	1	1
gene4244	PA4172	0	0.753389	inf	0	1	1
gene4245	PA4173	0	0	0	0	1	1
gene4246	PA4174	0	0	0	0	1	1
gene4247	piv	0	0.189319	inf	0	1	1
gene4248	ppiC2	2.11683	0	-inf	0	1	1
gene4249	PA4177	0	0	0	0	1	1
gene425	PA0422	17.1076	4.01007	-2.09294	-1.77939	0.024	0.0895901
gene4250	PA4178	0.584134	2.08397	1.83496	0	1	1
gene4251	PA4179	0	0.898436	inf	0	1	1
gene4252	PA4180	1.87555	5.74727	1.61556	0	1	1
gene4253	PA4181	0.327885	0	-inf	0	1	1
gene4254	PA4182	0	0.632312	inf	0	1	1
gene4255	PA4183	1.18453	2.10265	0.827891	0	1	1
gene4256	PA4184	0	0	0	0	1	1
gene4257	PA4185	1.053	1.40527	0.416344	0	1	1
gene4258	PA4186	0.579577	1.09026	0.911605	0	1	1
gene4259	PA4187	0	0.127764	inf	0	1	1
gene426	pasP	8.81572	3.28984	-1.42206	-1.12267	0.19225	0.36334
gene4260	PA4188	0	0	0	0	1	1
gene4261	PA4189	0.191433	0.295278	0.62523	0	1	1
gene4262	pqsL	0	0.224828	inf	0	1	1
gene4263	PA4191	0.835315	0.922669	0.143492	0	1	1
gene4264	PA4192	0	0	0	0	1	1
gene4265	PA4193	0	1.42002	inf	0	1	1
gene4266	PA4194	0	0.998383	inf	0	1	1
gene4267	PA4195	0	0.224212	inf	0	1	1
gene4268	bfiR	1.08592	2.77986	1.35609	0	1	1
gene4269	bfiS	0.239953	3.19932	3.73694	0	1	1
gene427	mexR	0.641191	11.2392	4.13164	1.01837	0.1273	0.288934
gene4270	PA4198	0	1.06564	inf	0	1	1
gene4271	PA4199	0.156848	0.234899	0.582673	0	1	1
gene4272	PA4200	0.363137	0.544397	0.584148	0	1	1
gene4273	ddlA	0.290484	0.850366	1.54962	0	1	1
gene4274	PA4202	0.205295	0.427933	1.05969	0	1	1
gene4275	PA4203	0	0.337628	inf	0	1	1
gene4276	ppgL	0.436451	0.243328	-0.842916	0	1	1
gene4277	mexG	0	0	0	0	1	1
gene4278	mexH	0.268275	0	-inf	0	1	1
gene4279	mexI	0.176621	0.676155	1.9367	0	1	1
gene428	mexA	0.443087	1.66405	1.90904	0	1	1
gene4280	opmD	0.141193	0.40716	1.52793	0	1	1
gene4281	phzM	0	0.45415	inf	0	1	1
gene4282	phzA1	0	0	0	0	1	1
gene4283	phzB1	1.05905	4.60846	2.12152	0	1	1
gene4284	phzC1	0	0.231374	inf	0	1	1
gene4285	phzD1	0	0	0	0	1	1
gene4286	phzE1	0	0	0	0	1	1
gene4287	phzF1	0	0	0	0	1	1
gene4288	phzG1	0	0	0	0	1	1
gene4289	phzS	0.594312	1.90901	1.68353	0	1	1
gene429	mexB	2.5803	3.33058	0.368239	0	1	1
gene4290	PA4218	0	0.13776	inf	0	1	1
gene4291	PA4219	0	0	0	0	1	1
gene4292	PA4220	0	0	0	0	1	1
gene4293	fptA	0	0.0742644	inf	0	1	1
gene4294	PA4222	0.280288	0	-inf	0	1	1
gene4295	PA4223	0	0	0	0	1	1
gene4296	pchG	0	0	0	0	1	1
gene4297	pchF	0	0.0875637	inf	0	1	1
gene4298	pchE	0.0443527	0.129415	1.54491	0	1	1
gene4299	pchR	0	0.20552	inf	0	1	1
gene43	PA0042	1.11156	0	-inf	0	1	1
gene430	oprM	23.284	22.2703	-0.0642146	-0.125703	0.8228	0.890996
gene4300	pchD	0	0.457801	inf	0	1	1
gene4301	pchC	0	0	0	0	1	1
gene4302	pchB	0	0	0	0	1	1
gene4303	pchA	0.401103	0.117419	-1.77231	0	1	1
gene4304	ssb	9.52078	4.67742	-1.02537	-0.726143	0.13895	0.303997
gene4305	PA4233	0.357259	1.41618	1.98696	0	1	1
gene4306	uvrA	1.72824	1.20387	-0.521624	0	1	1
gene4307	bfrA	11.5982	5.87135	-0.982142	-0.7201	0.2352	0.401577
gene4308	katA	31.4695	22.1837	-0.504457	-0.989452	0.0813	0.213368
gene4309	rplQ	1.53845	0	-inf	0	1	1
gene431	PA0428	1.53383	4.04504	1.39901	0	1	1
gene4310	rpoA	53.4242	45.8462	-0.22069	-0.450463	0.43655	0.581744
gene4311	rpsD	6.47286	8.87684	0.455642	0.427987	0.4188	0.569454
gene4312	rpsK	8.85893	10.5333	0.24976	0.186722	0.77075	0.846839
gene4313	rpsM	171.581	130.633	-0.393369	-0.773918	0.1783	0.342359
gene4314	rpmJ	0	0	0	0	1	1
gene4315	secY	34.1378	47.0208	0.46193	0.94821	0.099	0.244852
gene4316	rplO	15.0439	22.8777	0.604759	0.678187	0.2243	0.393015
gene4317	rpmD	7.04731	0	-inf	0	1	1
gene4318	rpsE	25.7595	18.377	-0.487201	-0.675912	0.2283	0.394277
gene4319	rplR	6.04378	1.36159	-2.15016	0	1	1
gene432	PA0429	1.53786	2.91257	0.921363	0	1	1
gene4320	rplF	49.2292	26.7867	-0.877998	-1.4325	0.0161	0.0681415
gene4321	rpsH	23.6446	12.2357	-0.950409	-0.99555	0.14545	0.308647
gene4322	rpsN	6.11539	3.43106	-0.833788	0	1	1
gene4323	rplE	93.6185	125.982	0.428355	0.865356	0.12605	0.288934
gene4324	rplX	126.547	24.3781	-2.37602	-2.89574	0.0001	0.00130652
gene4325	rplN	14.4076	13.7508	-0.0673203	-0.0637152	0.91855	0.955101
gene4326	rpsQ	341.045	352.884	0.0492301	0.0870409	0.87885	0.928176
gene4327	rpmC	0	0	0	0	1	1
gene4328	rplP	24.0855	29.1391	0.274792	0.37329	0.5161	0.650664
gene4329	rpsC	105.259	103.742	-0.0209476	-0.0431952	0.94035	0.963389
gene433	metF	0.257789	0.750526	1.54171	0	1	1
gene4330	rplV	73.7324	13.723	-2.4257	-2.23755	0.0036	0.0243101
gene4331	rpsS	993.38	192.891	-2.36456	-3.71984	5e-05	0.000698837
gene4332	rplB	20.1606	31.0332	0.622279	1.1036	0.0591	0.165205
gene4333	rplW	7.46722	9.07395	0.281159	0	1	1
gene4334	rplD	39.5085	32.5496	-0.27952	-0.476924	0.40845	0.561736
gene4335	rplC	42.84	25.1902	-0.766094	-1.35591	0.02235	0.0861048
gene4336	rpsJ	34.8273	22.4072	-0.636257	-0.708128	0.22625	0.393768
gene4337	tufA	51.3231	43.2322	-0.247502	-0.50444	0.37795	0.529482
gene4338	fusA1	179.99	111.123	-0.695751	-1.32644	0.02095	0.0814258
gene4339	rpsG	63.6319	54.066	-0.235029	-0.43037	0.4564	0.592433
gene434	PA0431	4.92075	8.46142	0.782021	0.633129	0.32495	0.488538
gene4340	rpsL	40.255	40.2369	-0.000648429	-0.000941526	0.95695	0.9666
gene4341	rpoC	42.6611	55.2312	0.372564	0.732047	0.2007	0.371108
gene4342	rpoB	14.6194	23.1922	0.665752	1.36208	0.01945	0.0769043
gene4343	PA4270.1	0	0	0	0	1	1
gene4344	rplL	57.8019	31.5797	-0.872121	-1.28656	0.03055	0.108003
gene4345	rplJ	24.2309	14.4873	-0.742055	-0.382349	0.31015	0.477949
gene4346	PA4272.1	890.17	76.9649	-3.53181	-3.9605	5e-05	0.000698837
gene4347	rplA	8.07147	5.8528	-0.463705	-0.261126	0.65205	0.770517
gene4348	rplK	104.397	110.101	0.0767539	0.142962	0.8032	0.872917
gene4349	nusG	33.143	60.2758	0.862876	1.51907	0.01085	0.0497775
gene435	sahH	12.2097	15.0941	0.305962	0.55386	0.33335	0.489837
gene4350	secE	10.6147	20.2092	0.928953	0.794915	0.1229	0.284319
gene4351	PA4276.1	0	0	0	0	1	1
gene4352	tufB	29.6318	10.2742	-1.52813	-2.49072	5e-05	0.000698837
gene4353	PA4277.1	0	0	0	0	1	1
gene4354	PA4277.2	0	0	0	0	1	1
gene4355	PA4277.3	0	0	0	0	1	1
gene4356	PA4278	2.96789	5.49122	0.887691	0	1	1
gene4357	PA4279	1.64564	0.824728	-0.996655	0	1	1
gene4358	birA	1.85657	0.685927	-1.43651	0	1	1
gene4359	PA4280.1	0	0	0	0	1	1
gene436	PA0433	0	0	0	0	1	1
gene4360	PA4280.2	0	0	0	0	1	1
gene4361	PA4280.3	0	0	0	0	1	1
gene4362	PA4280.4	0	0	0	0	1	1
gene4363	PA4280.5	0	0	0	0	1	1
gene4364	sbcD	0.171993	0.497229	1.53156	0	1	1
gene4365	PA4282	0.357975	0.357308	-0.00268908	0	1	1
gene4366	recD	0.126653	0.0741527	-0.77231	0	1	1
gene4367	recB	0.315544	0.632536	1.00331	0	1	1
gene4368	recC	0.253339	0.605731	1.25761	0	1	1
gene4369	PA4286	0	0.288476	inf	0	1	1
gene437	PA0434	0.0906299	0.113953	0.330383	0	1	1
gene4370	PA4287	1.05308	1.52244	0.531771	0	1	1
gene4371	PA4288	0	5.87287	inf	0	1	1
gene4372	PA4289	0.351859	0.845191	1.26428	0	1	1
gene4373	PA4290	0.761188	0.269447	-1.49825	0	1	1
gene4374	PA4291	9.55689	10.3186	0.11064	0.118968	0.84355	0.902354
gene4375	PA4292	3.21242	2.5104	-0.355741	0	1	1
gene4376	pprA	0.0706416	0.0569397	-0.311082	0	1	1
gene4377	PA4294	0	0	0	0	1	1
gene4378	fppA	0.565275	1.21304	1.1016	0	1	1
gene4379	pprB	0.659789	0.370602	-0.832131	0	1	1
gene438	PA0435	0.19319	0	-inf	0	1	1
gene4380	tadG	0.121884	0.906522	2.89483	0	1	1
gene4381	PA4298	0	0	0	0	1	1
gene4382	tadD	0	0	0	0	1	1
gene4383	tadC	0	0	0	0	1	1
gene4384	tadB	0	0	0	0	1	1
gene4385	tadA	0.166409	0.691494	2.05499	0	1	1
gene4386	tadZ	0.179525	0.227495	0.34165	0	1	1
gene4387	rcpA	0	0.136994	inf	0	1	1
gene4388	rcpC	0	0	0	0	1	1
gene4389	flp	0	0	0	0	1	1
gene439	PA0436	18.4243	12.0594	-0.61145	-0.830195	0.1565	0.319243
gene4390	pctC	2.81199	4.23403	0.590438	0	1	1
gene4391	PA4308	0	0	0	0	1	1
gene4392	pctA	0.97923	2.04831	1.06472	0	1	1
gene4393	pctB	2.7999	2.21048	-0.341012	0	1	1
gene4394	PA4311	0.727292	0.970444	0.416111	0	1	1
gene4395	PA4312	0.305112	2.46823	3.01607	0	1	1
gene4396	PA4313	2.7604	2.9561	0.0988164	0	1	1
gene4397	PA4313a	0	0	0	0	1	1
gene4398	purU1	0.531164	1.11283	1.06701	0	1	1
gene4399	mvaT	1061.23	491.469	-1.11057	-2.22426	0.00025	0.00268304
gene44	PA0043	0	1.34565	inf	0	1	1
gene440	codA	0.936007	0.13438	-2.8002	0	1	1
gene4400	sbcB	0.835631	0	-inf	0	1	1
gene4401	PA4317	1.03618	0	-inf	0	1	1
gene4402	PA4318	0.287967	0.624608	1.11705	0	1	1
gene4403	PA4319	6.90766	1.96579	-1.81309	0	1	1
gene4404	PA4320	2.83069	3.44818	0.284684	0	1	1
gene4405	PA4321	1.10152	0.822101	-0.422108	0	1	1
gene4406	PA4322	1.71456	0.64361	-1.41358	0	1	1
gene4407	PA4323	0.730615	0.870459	0.252667	0	1	1
gene4408	PA4324	0	0	0	0	1	1
gene4409	PA4325	0.691005	0	-inf	0	1	1
gene441	codB	0.168691	0.585485	1.79525	0	1	1
gene4410	PA4326	0.806721	0	-inf	0	1	1
gene4411	PA4327	0.923139	1.7053	0.885407	0	1	1
gene4412	PA4328	0.339699	1.41618	2.05967	0	1	1
gene4413	pykA	2.08366	1.96366	-0.0855761	0	1	1
gene4414	PA4330	0	0	0	0	1	1
gene4415	PA4331	0	0	0	0	1	1
gene4416	PA4332	0	0	0	0	1	1
gene4417	PA4333	2.22624	3.09529	0.475465	0	1	1
gene4418	PA4334	0	0.136237	inf	0	1	1
gene4419	PA4335	0	1.6153	inf	0	1	1
gene442	PA0439	0	0.133652	inf	0	1	1
gene4420	PA4336	1.90383	0.592349	-1.68438	0	1	1
gene4421	PA4337	0	0	0	0	1	1
gene4422	PA4338	0.391847	0.64405	0.71688	0	1	1
gene4423	PA4339	0	0.162774	inf	0	1	1
gene4424	PA4340	1.07198	1.18568	0.14544	0	1	1
gene4425	PA4341	0.557586	0	-inf	0	1	1
gene4426	PA4342	0	0	0	0	1	1
gene4427	PA4343	0	0.128765	inf	0	1	1
gene4428	PA4344	0.173449	0	-inf	0	1	1
gene4429	PA4345	0.425247	0.55069	0.372939	0	1	1
gene443	PA0440	0	0	0	0	1	1
gene4430	PA4346	0	1.37189	inf	0	1	1
gene4431	PA4347	0.184923	0.781497	2.07931	0	1	1
gene4432	PA4348	3.24414	3.19334	-0.022766	0	1	1
gene4433	PA4349	0.249425	0.318033	0.350571	0	1	1
gene4434	PA4350	0.740244	0.811914	0.133326	0	1	1
gene4435	PA4351	4.51531	5.08765	0.172174	0	1	1
gene4436	PA4352	13.8379	12.2707	-0.173408	-0.2434	0.68465	0.792822
gene4437	PA4353	0.62838	0	-inf	0	1	1
gene4438	PA4354	0	1.68035	inf	0	1	1
gene4439	PA4355	0	0	0	0	1	1
gene444	dht	0.143835	0.116586	-0.303018	0	1	1
gene4440	xenB	0.286531	0.597149	1.0594	0	1	1
gene4441	PA4357	2.96575	0	-inf	0	1	1
gene4442	PA4358	0.430526	0.221408	-0.959395	0	1	1
gene4443	PA4359	0	0	0	0	1	1
gene4445	PA4360a	0	0	0	0	1	1
gene4446	PA4361	0.751714	0.47716	-0.65571	0	1	1
gene4447	PA4362	0.489206	0.699705	0.516306	0	1	1
gene4448	iciA	0.69054	0.202149	-1.7723	0	1	1
gene4449	PA4364	1.45906	0	-inf	0	1	1
gene445	PA0442	0	0	0	0	1	1
gene4450	PA4365	0.413831	0	-inf	0	1	1
gene4451	sodB	285.132	147.322	-0.952659	-1.96854	0.00115	0.0103157
gene4452	bifA	2.55549	2.01278	-0.344412	0	1	1
gene4453	PA4368	0	0	0	0	1	1
gene4454	PA4369	0.835909	0.610313	-0.453796	0	1	1
gene4455	icmP	2.21237	1.85392	-0.255013	0	1	1
gene4456	PA4371	0	0.798532	inf	0	1	1
gene4457	PA4372	0.282684	1.54222	2.44775	0	1	1
gene4458	PA4373	0.547005	0.922022	0.753247	0	1	1
gene4459	PA4374	0.378962	0.505076	0.414446	0	1	1
gene446	PA0443	0.382867	0.510905	0.416212	0	1	1
gene4460	PA4375	1.62974	1.41621	-0.202598	0	1	1
gene4461	pncB2	0.177453	0.144206	-0.299298	0	1	1
gene4462	PA4377	0	0	0	0	1	1
gene4463	inaA	0.473353	1.99882	2.07816	0	1	1
gene4464	PA4379	3.03986	3.9867	0.39119	0	1	1
gene4465	PA4380	0	0.207778	inf	0	1	1
gene4466	PA4381	0.492727	1.50404	1.60998	0	1	1
gene4467	PA4382	0.825257	1.45189	0.815018	0	1	1
gene4468	PA4383	1.58135	0	-inf	0	1	1
gene4469	PA4384	0.489864	1.59523	1.70331	0	1	1
gene447	PA0444	0	0.217543	inf	0	1	1
gene4470	groEL	100.754	519.342	2.36584	4.78994	5e-05	0.000698837
gene4471	groES	15.245	62.8363	2.04326	1.92628	0.03345	0.115537
gene4472	PA4387	1.72667	7.1792	2.05583	1.09022	0.24715	0.413753
gene4473	PA4388	1.63528	0.409764	-1.99667	0	1	1
gene4474	speA	1.28961	2.89565	1.16696	0	1	1
gene4475	PA4390	1.91986	3.91823	1.0292	0	1	1
gene4476	PA4391	0	1.30343	inf	0	1	1
gene4477	PA4392	5.53802	10.2161	0.883401	0.594053	0.3718	0.523658
gene4478	ampG	0	0.96899	inf	0	1	1
gene4479	PA4394	0.271443	0	-inf	0	1	1
gene448	PA0445	0	0	0	0	1	1
gene4480	PA4395	8.26559	4.79064	-0.786898	-0.5372	0.2643	0.430472
gene4481	PA4396	1.14049	4.91111	2.1064	0	1	1
gene4482	panE	0	0	0	0	1	1
gene4483	PA4398	2.86263	2.57391	-0.153381	0	1	1
gene4484	PA4399	6.51454	7.70759	0.242617	0.227877	0.7099	0.809582
gene4485	PA4400	0	0.380875	inf	0	1	1
gene4486	PA4401	0	0.497319	inf	0	1	1
gene4487	argJ	6.70786	7.3487	0.131636	0.186402	0.74055	0.831908
gene4488	secA	28.9982	22.2799	-0.380226	-0.788784	0.175	0.340372
gene4489	PA4404	0.443394	0	-inf	0	1	1
gene449	PA0446	0.75887	1.23018	0.69694	0	1	1
gene4490	PA4405	1.11156	0	-inf	0	1	1
gene4491	lpxC	11.8286	17.3994	0.556762	0.885312	0.1222	0.284319
gene4492	PA4406.1	0	0	0	0	1	1
gene4493	ftsZ	5.35261	4.7198	-0.181518	0	1	1
gene4494	ftsA	11.015	5.18713	-1.08646	-1.49656	0.01345	0.0585757
gene4495	ftsQ	3.06262	2.75167	-0.154457	0	1	1
gene4496	ddlB	0.459696	0.18754	-1.29348	0	1	1
gene4497	murC	1.89972	2.34234	0.302165	0	1	1
gene4498	murG	0.771782	0.163856	-2.23577	0	1	1
gene4499	ftsW	2.58326	3.26951	0.339882	0	1	1
gene45	exoT	1.54529	1.98509	0.361327	0	1	1
gene450	gcdH	1.72975	1.60293	-0.109855	0	1	1
gene4500	murD	1.83116	2.3069	0.3332	0	1	1
gene4501	mraY	10.6347	5.74185	-0.889189	-0.83197	0.14815	0.311322
gene4502	murF	0.703313	2.52994	1.84687	0	1	1
gene4503	murE	1.15107	0.987999	-0.220389	0	1	1
gene4504	ftsI	6.17127	8.64575	0.486422	0.605282	0.29285	0.463165
gene4505	ftsL	3.87848	1.11483	-1.79867	0	1	1
gene4506	PA4420	4.62664	7.05761	0.609217	0.414424	0.46335	0.598867
gene4507	PA4421	33.8929	23.9699	-0.499759	-0.730277	0.20075	0.371108
gene4508	rnpB	234.44	323.306	0.463681	0.807652	0.1511	0.315525
gene4509	PA4422	1.8514	0	-inf	0	1	1
gene451	PA0448	0.587905	0.200505	-1.55194	0	1	1
gene4510	PA4423	1.22591	0.697242	-0.814128	0	1	1
gene4511	PA4424	0.827963	1.10696	0.418968	0	1	1
gene4512	PA4425	12.746	6.30766	-1.01487	-0.875099	0.15575	0.319243
gene4513	PA4426	7.38916	8.41168	0.186984	0.156725	0.78535	0.858884
gene4514	sspB	4.26812	4.83174	0.178942	0	1	1
gene4515	sspA	1.50179	2.57557	0.77821	0	1	1
gene4516	PA4429	6.03584	3.98489	-0.599014	0	1	1
gene4517	PA4430	8.51337	4.48153	-0.92574	-1.07268	0.06895	0.184995
gene4518	PA4431	2.43262	5.7067	1.23015	0	1	1
gene4519	rpsI	3.03566	1.76557	-0.781873	0	1	1
gene452	PA0449	20.6775	36.8296	0.832802	1.30693	0.02495	0.0914326
gene4520	rplM	9.8873	10.6249	0.103802	0.0918595	0.91595	0.954048
gene4521	PA4434	0.500981	1.59041	1.66657	0	1	1
gene4522	PA4435	0	0.388368	inf	0	1	1
gene4523	PA4436	0	0.811927	inf	0	1	1
gene4524	PA4437	0.421396	0.186829	-1.17346	0	1	1
gene4525	PA4438	1.9789	1.72268	-0.200048	0	1	1
gene4526	trpS	0.465236	1.0554	1.18176	0	1	1
gene4527	PA4440	0.390249	0.855747	1.13279	0	1	1
gene4528	PA4441	10.2054	11.8018	0.209679	0.188263	0.7158	0.813225
gene4529	cysN	0.88748	1.62579	0.873353	0	1	1
gene453	PA0450	0	0.305667	inf	0	1	1
gene4530	cysD	7.68618	4.79731	-0.680041	-0.760038	0.1763	0.340952
gene4531	mltB1	0.823055	0.665797	-0.305907	0	1	1
gene4532	PA4445	0	0	0	0	1	1
gene4533	algW	0.515743	0.781392	0.599392	0	1	1
gene4534	hisC1	0	0.715503	inf	0	1	1
gene4535	hisD	0.219358	0.328617	0.58312	0	1	1
gene4536	hisG	1.08703	0.497319	-1.12815	0	1	1
gene4537	murA	1.14325	1.49006	0.382225	0	1	1
gene4538	PA4451	8.72113	0	-inf	0	1	1
gene4539	PA4451.1	0	0	0	0	1	1
gene454	PA0451	0.157059	0.534546	1.76701	0	1	1
gene4540	PA4452	7.21901	3.7724	-0.936318	0	1	1
gene4541	PA4453	10.1544	10.3509	0.0276617	0.0306845	0.946	0.964438
gene4542	PA4454	1.74351	3.30982	0.924757	0	1	1
gene4543	PA4455	1.22443	2.80641	1.19661	0	1	1
gene4544	PA4456	1.96526	1.10417	-0.831749	0	1	1
gene4545	PA4457	14.5555	13.6087	-0.0970379	-0.144965	0.7934	0.865396
gene4546	PA4458	4.5575	6.46722	0.504904	0	1	1
gene4547	PA4459	20.8591	22.527	0.110983	0.14409	0.80255	0.872917
gene4548	PA4460	12.5904	15.7926	0.326928	0.310086	0.5953	0.720414
gene4549	PA4461	1.25214	1.1229	-0.157157	0	1	1
gene455	PA0452	0	0	0	0	1	1
gene4550	rpoN	5.5217	2.97444	-0.892492	0	1	1
gene4551	PA4463	768.625	225.296	-1.77046	-3.50993	5e-05	0.000698837
gene4552	ptsN	10.9195	4.03242	-1.43718	-1.06349	0.19805	0.368787
gene4553	PA4465	4.40069	4.38511	-0.00511607	0	1	1
gene4554	PA4466	4.54137	3.38924	-0.422164	0	1	1
gene4555	PA4467	0.331672	0.194188	-0.772304	0	1	1
gene4556	sodM	0.97867	0	-inf	0	1	1
gene4557	PA4469	0	0	0	0	1	1
gene4558	fumC1	0.151264	0.837847	2.46962	0	1	1
gene4559	PA4471	2.6093	4.50657	0.788367	0	1	1
gene456	PA0451a	0	0	0	0	1	1
gene4560	pmbA	0	4.66204	inf	0	1	1
gene4561	PA4473	2.13943	5.9615	1.47845	0	1	1
gene4562	PA4474	1.57511	19.704	3.64497	3.83695	0.00325	0.0224511
gene4563	PA4475	1.13239	5.11147	2.17437	0	1	1
gene4564	PA4476	1.06833	0.891767	-0.260624	0	1	1
gene4565	cafA	5.78863	6.90263	0.253924	0	1	1
gene4566	PA4478	1.7638	1.21175	-0.541595	0	1	1
gene4567	mreD	0.77831	0.455142	-0.774029	0	1	1
gene4568	mreC	0.307453	0.475407	0.628795	0	1	1
gene4569	mreB	4.12345	3.8431	-0.101582	0	1	1
gene457	PA0454	0.69997	0.615472	-0.185599	0	1	1
gene4570	gatC	1.98092	3.11865	0.65475	0	1	1
gene4571	gatA	1.53528	0.944057	-0.701556	0	1	1
gene4572	gatB	10.7039	12.7711	0.254751	0.449128	0.43105	0.57791
gene4573	PA4485	0	0.700959	inf	0	1	1
gene4574	PA4486	0	1.13978	inf	0	1	1
gene4575	PA4487	0.290689	0.2383	-0.2867	0	1	1
gene4576	PA4488	0.341698	0.738509	1.11189	0	1	1
gene4577	PA4489	2.70216	0.861817	-1.64866	0	1	1
gene4578	PA4490	17.135	1.01712	-4.07438	-2.07572	0.0383	0.127173
gene4579	PA4491	0.588477	0.590392	0.00468835	0	1	1
gene458	dbpA	0.151264	0.559239	1.8864	0	1	1
gene4580	PA4492	15.9706	3.77569	-2.0806	-1.96299	0.01195	0.0531996
gene4581	roxR	25.5298	20.8131	-0.294688	-0.449956	0.424	0.573443
gene4582	roxS	220.725	147.58	-0.580753	-1.1404	0.0496	0.149797
gene4583	PA4495	13.8569	20.5185	0.566318	0.857493	0.13195	0.295603
gene4584	PA4496	2.05496	1.71485	-0.261031	0	1	1
gene4585	PA4497	0.639856	0.802925	0.327516	0	1	1
gene4586	PA4498	0.907422	1.01694	0.164382	0	1	1
gene4587	PA4499	4.32779	7.18098	0.73055	0.564918	0.3506	0.502889
gene4588	PA4500	8.97191	3.82949	-1.22826	-1.72289	0.00615	0.0345435
gene4589	opdP	0	1.43602	inf	0	1	1
gene459	PA0456	33.2723	25.3468	-0.392516	-0.261221	0.65385	0.770517
gene4590	PA4502	0.361665	0.766592	1.0838	0	1	1
gene4591	PA4503	0.829378	3.3119	1.99756	0	1	1
gene4592	PA4504	0.939567	1.05555	0.167924	0	1	1
gene4593	PA4505	1.37009	2.87882	1.07121	0	1	1
gene4594	PA4506	0.631034	1.26409	1.0023	0	1	1
gene4595	PA4507	1.11404	0.640495	-0.79854	0	1	1
gene4596	PA4508	0	0.762531	inf	0	1	1
gene4597	PA4509	0.238772	0.304162	0.349208	0	1	1
gene4598	PA4510	0	0.456013	inf	0	1	1
gene4599	PA4511	0	0.394995	inf	0	1	1
gene46	PA0045	28.0302	0.473613	-5.88713	-1.72867	0.1565	0.319243
gene460	PA0457	0	0.417123	inf	0	1	1
gene4600	lpxO1	1.53691	0.405963	-1.92061	0	1	1
gene4601	PA4513	0	0.220921	inf	0	1	1
gene4602	PA4514	0.734727	0.432621	-0.764106	0	1	1
gene4603	PA4515	0	1.34979	inf	0	1	1
gene4604	PA4516	0	0	0	0	1	1
gene4605	PA4517	0.800811	1.26727	0.662195	0	1	1
gene4606	PA4518	8.32257	0.574813	-3.85586	-0.804796	0.1064	0.257175
gene4607	speC	4.28476	4.38254	0.032553	0	1	1
gene4608	PA4520	1.67827	0.568677	-1.5613	0	1	1
gene4609	PA4521	0	0	0	0	1	1
gene461	PA0457.1	0	3.6171	inf	0	1	1
gene4610	ampD	0.450069	0.373317	-0.269746	0	1	1
gene4611	PA4523	0.615656	2.65064	2.10614	0	1	1
gene4612	nadC	0.639516	0.777141	0.281196	0	1	1
gene4613	PA4524.1	0	0	0	0	1	1
gene4614	pilA	49.0763	6.75242	-2.86155	-2.53313	0.01025	0.0485059
gene4615	pilB	7.14771	1.56705	-2.18943	-2.087	0.0085	0.042219
gene4617	pilD	0.617821	1.18971	0.945349	0	1	1
gene4618	coaE	5.31988	2.86189	-0.894425	0	1	1
gene4619	PA4530	0	2.54497	inf	0	1	1
gene462	PA0458	0.263509	0	-inf	0	1	1
gene4620	PA4531	0	0	0	0	1	1
gene4621	PA4532	1.82534	1.22681	-0.573256	0	1	1
