Feature ID	Gene length	UK	G1	BC8	C45	C19	G45							
SEN3677	699	498	427	448	659	424	570							
SEN3712	318	1627	716	550	460	1484	676							
SEN3713	342	1660	811	891	519	1531	988							
SEN3717	111	13	17	4	16	11	14							
SEN3728	225	159	209	275	489	385	312							
SEN3732	1080	390	597	854	1820	1212	963							
SEN3742	390	413	350	137	97	102	155							
SEN3742A	521	521	427	249	228	306	304							
SEN3761	1344	492	649	385	335	421	337							
SEN3775	1824	1279	849	1144	689	695	662							
SEN3797	735	344	283	241	151	110	369							
SEN3798	879	137	141	161	30	32	97							
SEN3799	1242	153	87	114	21	43	85							
SEN3800	864	2225	1923	942	78	130	895							
SEN3801	609	356	367	165	11	24	52							
SEN3802	849	247	154	138	57	105	187							
SEN3818	429	3466	1926	1403	1358	1144	1152							
SEN3819	312	4522	1765	1610	545	904	649							
SEN3820	930	220	157	230	284	295	145							
SEN3821	312	1102	669	903	571	1301	1098							
SEN3822	291	795	555	733	535	857	724							
SEN3828	1021	3218	1921	1793	280	1101	2441							
SEN3831	324	39	42	37	26	27	54							
SEN3832	660	52	66	74	95	74	88							
SEN3833	567	230	279	232	372	241	259							
SEN3835	1149	2284	1364	1714	1101	2158	2080							
SEN3842	684	135	64	72	19	76	27							
SEN3843	1224	175	144	111	65	53	77							
SEN3844	675	27	37	48	34	69	46							
SEN3847	396	202	170	339	449	542	264							
SEN3855	1335	433	241	175	101	87	133							
SEN3856	960	83	54	86	33	57	38							
SEN3857	1041	462	427	503	347	484	337							
SEN3858	723	1351	1119	1090	926	1288	2159							
SEN3859	171	192	227	106	58	153	651							
SEN3860	138	173	178	109	33	108	363							
SEN3861	267	4128	2540	1266	152	1051	3670							
SEN3870	765	26326	18648	8492	1255	9381	40480							
SEN3887	663	334	330	427	579	522	558							
SEN3888	1791	571	411	515	459	506	793							
SEN3892	858	266	241	287	105	107	120							
SEN3893	999	463	183	183	67	216	98							
SEN3894	1125	884	633	956	856	1455	759							
SEN3895	1557	403	376	576	444	528	420							
SEN3896	1305	58	42	40	44	47	26							
SEN3897	1107	38	16	15	33	21	17							
SEN3898	1512	107	104	117	126	115	110							
SEN3939	324	130	96	114	267	296	203							
SEN3940	345	110	81	38	141	236	90							
SEN3941	1011	1375	621	261	684	2892	1457							
SEN3943	189	106	88	58	44	55	31							
SEN3947	201	10	5	4	15	9	11							
SEN3968	417	44	28	38	53	34	37							
SEN3974	102	79	50	37	16	97	55							
SEN3975	540	1321	561	571	553	3027	1590							
SEN3978	759	1246	834	966	692	1752	2101							
SEN3979	864	194	105	187	76	174	219							
SEN3980	864	126	81	126	202	160	92							
SEN3981	1635	194	141	207	133	260	132							
SEN3982	729	131	85	157	133	1139	298							
SEN3984	605	60	20	34	3	12	13							
SEN3985	348	151	99	93	27	86	40							
SEN4008	114	177	184	206	301	225	224							
SEN4011	1311	1329	991	865	399	374	567							
SEN4021	339	214	231	174	161	199	244							
SEN4022	456	176	169	187	211	155	165							
SEN4026	633	100	93	191	17	36	52							
SEN4027	1389	336	319	392	56	226	158							
SEN4028	1320	410	251	249	71	266	259							
SEN4029	1278	481	405	413	91	217	282							
SEN4030	16680	22888	18556	25289	11309	18531	23401							
SEN4032	2067	1235	805	1188	475	1225	790							
SEN4037	669	4545	3930	1360	417	547	542							
SEN4040	888	1140	811	589	747	729	738							
SEN4041	411	70	97	54	144	121	103							
SEN4042	690	26	69	42	87	34	64							
SEN4046	147	457	192	92	81	419	462							
SEN4051	1737	183	266	334	1862	548	666							
SEN4052	489	354	408	333	1373	438	393							
SEN4074	267	685	483	2459	807	5658	329							
SEN4080	654	215	213	202	535	316	377							
SEN4081	1401	235	222	357	339	339	430							
SEN4082	906	399	380	1505	43	100	235							
SEN4084	552	121	192	226	139	27	21							
SEN4085	288	404	433	260	3	8	62							
SEN4086	876	2771	2129	1910	9	57	325							
SEN4087	222	642	498	835	69	233	159							
SEN4088	294	380	412	448	251	408	329							
SEN4089	492	460	376	409	216	223	346							
SEN4091	135	30	19	8	4	3	6							
SEN4105	135	129	114	199	148	144	299							
SEN4121	720	696	585	628	1023	1107	1043							
SEN4138	1071	83	172	165	79	149	141							
SEN4156	204	215	170	138	71	104	118							
SEN4165	1140	374	293	377	92	142	311							
SEN4166	1389	1338	1332	1593	557	695	2126							
SEN4181	1209	392	432	484	343	262	787							
SEN4182	1164	150	102	73	55	122	135							
SEN4189	339	84	81	67	25	85	71							
SEN4190	363	65	75	85	74	54	106							
SEN4191	303	62	62	76	62	67	70							
SEN4192	777	76	136	96	132	87	114							
SEN4193	645	110	129	136	160	124	174							
SEN4194	1134	113	136	152	209	151	137							
SEN4195	1119	134	199	150	206	120	135							
SEN4196	741	109	120	65	130	104	115							
SEN4198	1914	805	927	925	1031	807	899							
SEN4199	243	1401	896	1308	1533	2459	1826							
SEN4200	285	1586	1019	1479	1835	2408	1684							
SEN4203	171	220	374	183	1377	1460	395							
SEN4208	447	2070	1714	2586	3128	3034	3445							
SEN4213	489	510	378	322	114	906	727							
SEN4214	1404	270	204	481	192	1467	1258							
SEN4216	1005	180	207	612	237	1844	1677							
SEN4217	933	138	137	264	109	824	789							
SEN4218	1221	764	808	1472	1010	5340	5143							
SEN4239A	96	1041	791	572	530	1215	826							
SEN4240	483	1367	1166	844	595	1178	982							
SEN4241	249	3394	1255	1139	461	1566	1749							
SEN4242	240	4967	1837	1604	1147	2437	1934							
SEN4243	309	5535	2301	1864	1228	2448	2459							
SEN4243A	156	141	83	91	42	102	93							
SEN4244	509	274	296	398	200	242	478							
SEN4246	534	275	280	202	154	262	368							
SEN4247	537	39385	23671	14622	79664	172533	49997							
SEN4248	741	86	33	31	587	4365	70							
SEN4249	2445	989	442	374	1880	12744	667							
SEN4250	453	160	56	28	211	1383	54							
SEN4251	816	517	199	203	114	1222	84							
SEN4252	351	200	162	147	212	385	32							
SEN4253	654	139	152	127	167	209	46							
SEN4254	846	121	164	207	268	321	42							
SEN4255	279	302	213	284	219	311	279							
SEN4259	711	637	523	653	405	488	829							
SEN4262	258	499	497	428	368	618	364							
SEN4263	609	118	115	134	48	124	122							
SEN4264	912	1167	1382	1466	1446	2495	1040							
SEN4265	462	1745	1327	2154	1293	2511	2521							
SEN4266	666	1339	1157	1752	1016	1761	1795							
SEN4269	153	11	6	21	4	16	17							
SEN4270	447	2447	1529	3009	612	1558	5029							
SEN4271	735	3050	1791	2449	109	1752	1658							
SEN4279	954	1148	757	811	353	586	1033							
SEN4280	1371	3577	3559	1425	186	257	187							
SEN4281	144	122	312	208	328	111	66							
SEN4283	921	1564	1894	1777	2535	1472	1955							
SEN4289	447	217	117	161	202	256	213							
SEN4290	1266	1242	736	390	911	2529	2036							
SEN4291	579	515	368	203	561	2055	1164							
SEN4292	1842	3041	1300	1387	519	2734	2856							
SEN4293	288	2942	1283	1643	678	1778	1883							
SEN4294	303	1158	570	797	267	917	774							
SEN4299	2766	6075	5681	5925	6109	6645	7025							
SEN4300	423	4804	9012	15547	3042	9904	9293							
SEN4301	462	3123	7171	12858	2488	6495	8136							
SEN4302	780	2096	5113	10757	2333	6335	7223							
SEN4303	837	3305	9507	18748	4510	9879	13452							
SEN4304	1059	2668	7621	12801	3299	8978	10540							
SEN4305	1011	5788	11146	12930	3462	7696	8717							
SEN4310	474	472	347	582	433	529	320							
SEN4314	459	618	366	582	528	943	617							
SEN4316	1065	1437	1662	1838	1486	1746	1633							
SEN4317	237	128	99	135	174	290	144							
SEN4331A	1329	190	153	163	196	223	101							
SEN4351	546	185	113	131	46	75	134							
SEN4352	672	1635	681	481	233	1183	1032							
SEN4353	315	419	450	764	721	722	668							
SEN_r001	1552	4368	6927	6064	7188	5235	7174							
SEN_r002	3056	51802	134303	24663	26514	11104	24524							
SEN_r003	123	4086	7474	2637	8123	4301	6118							
SEN_r004	123	4101	7621	2558	7995	4170	6046							
SEN_r005	2919	42	38	34	45	45	40							
SEN_r006	1554	22545	40733	10130	10255	5852	9314							
SEN_r007	122	74439	166093	62022	190126	88878	144762							
SEN_r008	123	1945	2724	1599	2809	2100	2870							
SEN_r009	2919	122	101	106	59	70	80							
SEN_r010	1552	22820	40459	10070	10352	5972	9399							
SEN_r011	1554	662819	1276845	227486	229798	84962	306519							
SEN_r012	2919	426192	1013064	70174	61169	24489	72965							
SEN_r013	123	4104	7586	2714	8171	4183	6064							
SEN_r014	1552	22728	40365	10174	10357	5960	9447							
SEN_r015	2919	49	32	33	31	35	33							
SEN_r016	123	3800	6867	2200	6754	3574	5319							
SEN_r017	1552	22789	40323	10212	10260	5989	9432							
SEN_r018	2916	944970	1810001	419870	386867	174226	584843							
SEN_r019	123	1985	2612	1560	2865	2150	2945							
SEN_r020	1552	22627	40302	10084	10193	5959	9260							
SEN_r021	2919	95	105	91	77	63	95							
SEN_r022	123	2019	2573	1562	2861	2067	2847							
SEN_t001	74	1260	981	855	1696	1220	1299							
SEN_t002	73	46	49	59	183	96	78							
SEN_t003	74	45	65	78	232	138	93							
SEN_t004	74	49	65	76	235	121	82							
SEN_t005	73	72	120	112	565	1284	72							
SEN_t006	74	31	39	11	26	73	33							
SEN_t007	72	75	96	47	276	119	126							
SEN_t008	72	83	95	38	300	115	110							
SEN_t009	74	139	177	161	788	263	180							
SEN_t010	72	111	128	115	872	198	183							
SEN_t011	72	121	126	122	836	203	202							
SEN_t012	82	182	215	178	1234	277	266							
SEN_t013	74	134	172	125	761	274	203							
SEN_t014	73	136	139	119	590	472	221							
SEN_t015	73	205	238	136	1130	576	269							
SEN_t016	73	131	153	104	594	469	203							
SEN_t017	73	130	153	106	601	460	188							
SEN_t018	73	157	138	104	602	500	225							
SEN_t019	85	25	23	19	43	17	16							
SEN_t020	85	17	24	14	61	37	24							
SEN_t021	73	207	267	145	398	431	360							
SEN_t022	71	103	120	85	316	316	170							
SEN_t023	84	17	37	22	95	71	46							
SEN_t024	82	79	83	137	235	199	126							
SEN_t025	82	102	83	116	247	177	124							
SEN_t026	74	44	62	45	147	244	44							
SEN_t027	74	34	19	17	51	69	9							
SEN_t028	74	9	34	23	9	12	1							
SEN_t029	74	42	60	92	20	23	35							
SEN_t030	85	23	20	18	41	19	16							
SEN_t031	87	542	286	327	209	182	402							
SEN_t032	73	49	54	48	70	51	59							
SEN_t033	73	42	48	36	44	70	55							
SEN_t034	73	58	48	48	69	54	57							
SEN_t035	73	64	57	46	57	67	50							
SEN_t036	74	56	73	77	84	87	68							
SEN_t037	72	32	27	24	28	47	24							
SEN_t038	73	121	110	45	393	244	133							
SEN_t039	73	124	115	56	387	259	140							
SEN_t040	73	219	224	186	1174	581	257							
SEN_t041	73	220	225	169	1165	556	288							
SEN_t042	73	238	254	172	1139	601	237							
SEN_t043	73	140	157	112	599	470	174							
SEN_t044	73	59	52	57	136	81	50							
SEN_t045	74	46	138	106	257	290	116							
SEN_t046	74	49	134	89	233	247	119							
SEN_t047	74	57	155	83	228	271	115							
SEN_t048	90	196	438	259	1333	687	377							
SEN_t049	74	41	77	78	167	111	68							
SEN_t050	74	46	81	58	163	106	70							
SEN_t051	71	174	136	149	85	115	47							
SEN_t052	73	11	25	4	43	89	9							
SEN_t053	73	1	0	0	4	3	3							
SEN_t054	74	40	90	54	150	127	77							
SEN_t055	84	107	122	177	295	739	216							
SEN_t056	73	86	94	130	423	181	126							
SEN_t057	73	39	58	54	134	65	62							
SEN_t058	114	11	9	14	45	17	2							
SEN_t059	74	4	1	0	54	50	2							
SEN_t060	91	9	4	3	12	10	6							
SEN_t061	73	42	47	48	111	80	58							
SEN_t062	74	43	77	70	240	115	90							
SEN_t063	73	30	38	52	199	74	72							
SEN_t064	74	202	244	150	932	610	346							
SEN_t065	73	121	125	100	359	333	176							
SEN_t066	84	414	474	765	1064	921	656							
SEN_t067	74	3	14	1	23	14	8							
SEN_t068	74	1285	1019	820	1811	1208	1316							
SEN_t069	73	42	60	67	196	108	83							
SEN_t070	74	1172	935	842	1666	1198	1322							
SEN_t071	73	41	52	49	185	100	89							
SEN_t072	73	140	264	158	1217	722	266							
SEN_t073	82	171	320	225	1815	744	318							
SEN_t074	72	125	137	165	743	369	145							
SEN_t075	73	147	149	166	631	404	137							
SEN_t076	73	39	86	59	120	75	53							
SEN_t077	73	21	18	11	53	103	3							
SEN_t078	73	220	239	158	418	465	363							
SEN_t079	73	234	216	160	396	438	338							
SEN_t080	73	221	227	155	425	473	340							
SEN_t081	82	72	109	72	148	292	91							
SEN_t082	84	455	492	749	1123	913	647							
SEN_t083	84	419	441	2176	1622	1230	730							
SEN_t084	84	403	428	698	1034	881	588							
seqA	543	3606	2717	4530	5245	8726	4262							
serA	1233	1724	1688	2195	2601	2122	1826							
serB	969	295	328	391	592	552	332							
serC	1089	1827	1719	3538	6972	4696	2343							
serS	1293	12762	14487	26483	31359	21832	25343							
setB	1182	346	326	318	277	290	159							
sfbA	831	369	514	528	783	431	992							
sfbB	1017	188	241	258	357	154	402							
sfbC	660	282	289	261	312	223	328							
sfcA	1698	4154	4092	4570	10084	8827	4524							
sfsA	705	3852	3653	2046	1199	1484	1789							
sgaB	306	224	176	303	102	164	554							
sgaE	687	226	210	342	202	249	653							
sgaU	855	377	331	590	271	425	913							
sgbE	696	38	36	15	21	20	51							
sgbH	663	14	7	1	1	0	8							
sgbU	861	11	15	8	17	4	14							
shdA	6066	951	1145	1110	743	870	1012							
sicA	498	7251	19407	34370	96	86	1498							
sicP	393	4146	5502	6567	40	85	987							
sifA	1011	904	665	435	264	205	363							
sifB	951	283	319	491	771	178	126							
sinH	2045	183	109	177	90	73	74							
sinI	960	441	227	314	205	337	232							
sinR	948	1724	954	960	90	302	593							
sipA	2058	17947	36866	52440	290	694	6079							
sipB	1782	20833	67972	116969	362	495	6403							
sipC	1230	28531	73793	106514	385	649	7973							
sipD	1032	6927	14758	24836	103	225	2280							
sirC	390	372	405	698	1361	1003	415							
sitA	918	346	338	276	359	293	335							
sitB	822	196	171	114	219	80	98							
sitC	861	112	158	142	169	97	104							
sitD	849	505	552	503	439	201	345							
sixA	486	2775	3456	3215	6823	6763	3381							
slmA	597	523	476	873	1361	1759	955							
slp	582	402	489	582	1416	959	466							
slpA	450	660	908	1110	2153	1654	1343							
slrB	363	67	32	163	264	278	39							
slrP	2255	6322	5492	7050	1984	3188	5617							
slsA	681	564	481	570	152	231	166							
slt	1974	1522	1440	1252	2818	1788	984							
slyA	441	5706	7018	9601	6100	8395	6969							
slyB	468	12984	11737	7057	6827	5157	6487							
slyD	591	4052	4472	5541	11955	5672	6030							
slyX	219	439	276	389	701	675	651							
smf	1125	3340	3336	3614	2715	4110	5649							
smg	474	19855	17459	19511	13836	16884	28253							
smp	645	137	102	197	193	251	141							
smpA	339	3584	3227	4060	4526	4030	3932							
smpB	483	3362	2534	3084	2604	3961	3819							
smtA	804	747	830	1176	1312	1110	769							
smvA	1488	306	361	462	619	364	588							
sodA	621	388	508	519	2667	719	578							
sodB	582	49728	47387	47780	56545	99190	52928							
sodC (NC_011294 1237762..1238296)	534	13542	12574	19629	34101	47769	21392							
sodC (NC_011294 1712662..1713184)	522	2929	4568	1542	580	540	311							
sohB	1047	1298	1445	2463	2682	2264	2199							
solA	1119	737	722	848	737	752	1150							
sopA	2349	1308	2259	3293	1944	1531	1957							
sopB	1686	11196	25613	29441	173	360	2192							
sopD	954	861	870	670	202	454	346							
sopE2	723	2387	3687	3857	109	182	547							
soxR	459	201	136	171	127	126	73							
soxS	324	505	216	130	350	221	139							
spaO	912	2155	4677	9670	56	50	431							
spaP	675	2062	4314	10829	38	43	348							
spaQ	261	430	964	2979	11	14	95							
spaR	792	914	1964	5842	20	29	172							
spaS	1071	875	1760	4809	43	31	217							
speA	1914	4609	3769	3126	4920	3636	2905							
speB	921	749	856	701	1204	915	774							
speC	2136	432	428	577	2060	919	878							
speD	795	923	982	1212	5420	1478	1535							
speE	861	721	902	1251	2866	1997	1512							
speF	2199	3888	3021	14137	25856	143151	10987							
speG	561	5742	4425	5972	4537	5419	7507							
spoT	2112	5007	5409	8268	10871	7960	8169							
spoU	690	849	1211	1858	2837	2284	1954							
sppA	1857	625	599	1023	1205	954	780							
spr	573	12089	13854	24998	13953	20751	15341							
sprB	756	621	1137	2910	95	249	295							
sptP	1632	13374	19953	22000	341	684	3481							
spy	486	1264	1349	808	3504	2023	569							
srfA	1326	778	582	823	346	354	377							
srfB	2982	1241	1452	1333	479	496	409							
srfC	2145	1041	1204	1504	1010	1318	1112							
srlA	564	151	88	868	1546	1488	117							
srlD	780	316	340	898	1697	1790	345							
srlE	972	150	123	551	1056	1130	115							
srlR	774	2912	1341	2047	3198	3998	1362							
srmB	1335	1597	1208	1385	2465	3392	2282							
ssaB	402	77	29	62	278	46	31							
ssaC	1494	333	248	257	763	257	156							
ssaD	1212	331	252	283	1555	284	290							
ssaE	243	83	66	64	306	88	98							
ssaG	216	40	84	127	151	36	51							
ssaH	228	69	72	220	237	41	72							
ssaI	249	70	90	238	247	67	75							
ssaJ	750	230	337	854	748	160	304							
ssaK	675	312	239	218	329	92	110							
ssaL	1017	596	385	874	731	247	675							
ssaM	369	142	74	152	309	36	74							
ssaN	1302	653	784	1083	1373	316	844							
ssaO	378	171	119	118	192	74	214							
ssaP	375	275	160	163	196	86	229							
ssaQ	969	1095	707	747	550	437	917							
ssaR	648	295	275	592	811	152	295							
ssaS	267	56	58	102	164	26	56							
ssaT	780	143	109	279	364	227	88							
ssaU	1059	354	252	265	566	389	265							
ssaV	2046	694	626	1093	1416	305	499							
ssb	531	4293	2995	3890	5289	3254	2880							
sscA	474	373	291	353	1372	307	475							
sscB	435	109	50	71	405	42	55							
sseA (NC_011294 1745307..1745634)	327	272	108	166	789	278	319							
sseA (NC_011294 2673737..2674580)	843	1196	1091	647	1231	688	879							
sseB (NC_011294 1744710..1745301)	591	709	527	571	2693	634	938							
sseB (NC_011294 2676062..2676848)	786	516	764	984	1847	1006	822							
sseC	1455	2009	1142	1265	6238	1728	2605							
sseD	588	210	147	115	787	166	319							
sseE	417	169	62	94	687	115	166							
sseF	783	186	157	194	403	66	103							
sseG	690	234	145	225	328	90	135							
sseI	969	624	327	278	889	497	690							
sseJ	1227	128	94	135	128	96	46							
sspA	639	9661	8892	16958	15335	17701	14140							
sspB	501	1320	1545	2836	3167	3380	2595							
sspH2	2367	708	751	870	2934	746	673							
ssrA	2763	1495	1148	1334	763	1453	1139							
ssrB	639	1268	828	527	405	674	1851							
stbA	537	31	31	9	9	21	15							
stbB	762	88	49	33	1	21	22							
stbC	2562	604	486	454	302	390	448							
stbD	1326	248	213	354	68	91	160							
stbE	759	120	112	148	42	74	59							
stdA	708	115	132	136	107	147	477							
stdB	2484	60	86	64	49	91	124							
stdC	744	19	20	28	17	25	23							
stfA	561	21	36	31	25	18	10							
stfC	2658	462	335	307	156	200	235							
stfD	753	61	86	71	63	60	34							
stfE	513	30	11	51	22	33	27							
stfF	477	81	65	81	40	48	48							
stfG	531	36	61	30	27	35	21							
sthA	684	339	252	291	22	48	252							
sthB	2538	927	692	642	164	255	628							
sthD	558	166	130	159	29	29	176							
sthE	1086	346	363	414	186	220	389							
stiA	540	119	103	119	70	84	165							
stiB	684	75	38	60	23	17	29							
stiC	2547	103	79	149	105	106	130							
stiH	1080	355	375	348	337	299	462							
stpA	402	3240	2691	4944	1422	1228	2069							
sucA	2802	49969	48725	21529	19860	15561	59575							
sucB	1209	15070	19774	8596	10169	7669	24850							
sucC	1167	13231	19020	7543	10968	8051	20313							
sucD	870	6468	10465	4586	7175	4865	11729							
sufA	369	5069	3777	384	33	60	31							
sufB	1488	16449	15354	1924	275	387	426							
